"source_path"	"classification"	"repo_owner"	"repo_target_path"	"obsidian_target_folder"	"obsidian_note_title"	"ignored_artifact_target"	"retention_decision"	"privacy_risk"	"referrer_status"	"required_before_move"	"destructive_allowed_now"	"notes"
"docs/superpowers/validation/backfill_expansion_peak_mode_decomposition_v1/backfill_expansion_peak_mode_decomposition_subtype_split_review.tsv"	"repo_relocate"	"docs/superpowers/validation/backfill_expansion_peak_mode_decomposition_v1/README.md; docs/superpowers/validation/ARTIFACT_INVENTORY.tsv"	"docs/validation/backfill_expansion_peak_mode_decomposition_v1/backfill_expansion_peak_mode_decomposition_subtype_split_review.tsv"	""	""	""	"keep_contract"	"low"	"blocked"	"move/check family as a retained bundle; update checker paths/referrers; rerun retention checker"	"no"	"classified from validation artifact inventory; family-level owner, not generic retention policy"
"docs/superpowers/validation/backfill_expansion_peak_mode_decomposition_v1/backfill_expansion_peak_mode_decomposition_summary.json"	"repo_relocate"	"docs/superpowers/validation/backfill_expansion_peak_mode_decomposition_v1/README.md; docs/superpowers/validation/ARTIFACT_INVENTORY.tsv"	"docs/validation/backfill_expansion_peak_mode_decomposition_v1/backfill_expansion_peak_mode_decomposition_summary.json"	""	""	""	"keep_contract"	"low"	"blocked"	"move/check family as a retained bundle; update checker paths/referrers; rerun retention checker"	"no"	"classified from validation artifact inventory; family-level owner, not generic retention policy"
"docs/superpowers/validation/backfill_expansion_peak_mode_decomposition_v1/fam017098_peak_mode_manual_review.tsv"	"repo_relocate"	"docs/superpowers/validation/backfill_expansion_peak_mode_decomposition_v1/README.md; docs/superpowers/validation/ARTIFACT_INVENTORY.tsv"	"docs/validation/backfill_expansion_peak_mode_decomposition_v1/fam017098_peak_mode_manual_review.tsv"	""	""	""	"keep_contract"	"low"	"blocked"	"move/check family as a retained bundle; update checker paths/referrers; rerun retention checker"	"no"	"classified from validation artifact inventory; family-level owner, not generic retention policy"
"docs/superpowers/validation/backfill_expansion_peak_mode_decomposition_v1/README.md"	"repo_relocate"	"docs/superpowers/validation/backfill_expansion_peak_mode_decomposition_v1/README.md; docs/superpowers/validation/ARTIFACT_INVENTORY.tsv"	"docs/validation/backfill_expansion_peak_mode_decomposition_v1/README.md"	""	""	""	"keep_summary"	"low"	"blocked"	"move/check family as a retained bundle; update checker paths/referrers; rerun retention checker"	"no"	"classified from validation artifact inventory; family-level owner, not generic retention policy"
"docs/superpowers/validation/backfill_expansion_raw_overlay_trace_identity_v1/backfill_expansion_raw_overlay_trace_identity_checks.tsv"	"repo_relocate"	"docs/superpowers/validation/backfill_expansion_raw_overlay_trace_identity_v1/README.md; docs/superpowers/validation/ARTIFACT_INVENTORY.tsv"	"docs/validation/backfill_expansion_raw_overlay_trace_identity_v1/backfill_expansion_raw_overlay_trace_identity_checks.tsv"	""	""	""	"keep_summary"	"low"	"blocked"	"move/check family as a retained bundle; update checker paths/referrers; rerun retention checker"	"no"	"classified from validation artifact inventory; family-level owner, not generic retention policy"
"docs/superpowers/validation/backfill_expansion_raw_overlay_trace_identity_v1/backfill_expansion_raw_overlay_trace_identity_row_manifest.tsv"	"repo_relocate"	"docs/superpowers/validation/backfill_expansion_raw_overlay_trace_identity_v1/README.md; docs/superpowers/validation/ARTIFACT_INVENTORY.tsv"	"docs/validation/backfill_expansion_raw_overlay_trace_identity_v1/backfill_expansion_raw_overlay_trace_identity_row_manifest.tsv"	""	""	""	"keep_contract"	"low"	"blocked"	"move/check family as a retained bundle; update checker paths/referrers; rerun retention checker"	"no"	"classified from validation artifact inventory; family-level owner, not generic retention policy"
"docs/superpowers/validation/backfill_expansion_raw_overlay_trace_identity_v1/backfill_expansion_raw_overlay_trace_identity_summary.json"	"repo_relocate"	"docs/superpowers/validation/backfill_expansion_raw_overlay_trace_identity_v1/README.md; docs/superpowers/validation/ARTIFACT_INVENTORY.tsv"	"docs/validation/backfill_expansion_raw_overlay_trace_identity_v1/backfill_expansion_raw_overlay_trace_identity_summary.json"	""	""	""	"keep_summary"	"low"	"blocked"	"move/check family as a retained bundle; update checker paths/referrers; rerun retention checker"	"no"	"classified from validation artifact inventory; family-level owner, not generic retention policy"
"docs/superpowers/validation/backfill_expansion_raw_overlay_trace_identity_v1/README.md"	"repo_relocate"	"docs/superpowers/validation/backfill_expansion_raw_overlay_trace_identity_v1/README.md; docs/superpowers/validation/ARTIFACT_INVENTORY.tsv"	"docs/validation/backfill_expansion_raw_overlay_trace_identity_v1/README.md"	""	""	""	"keep_summary"	"low"	"blocked"	"move/check family as a retained bundle; update checker paths/referrers; rerun retention checker"	"no"	"classified from validation artifact inventory; family-level owner, not generic retention policy"
"docs/superpowers/validation/backfill_expansion_sample_local_ms1_evidence_v1/backfill_expansion_sample_local_ms1_evidence_checks.tsv"	"repo_relocate"	"docs/superpowers/validation/backfill_expansion_sample_local_ms1_evidence_v1/README.md; docs/superpowers/validation/ARTIFACT_INVENTORY.tsv"	"docs/validation/backfill_expansion_sample_local_ms1_evidence_v1/backfill_expansion_sample_local_ms1_evidence_checks.tsv"	""	""	""	"keep_summary"	"low"	"blocked"	"move/check family as a retained bundle; update checker paths/referrers; rerun retention checker"	"no"	"classified from validation artifact inventory; family-level owner, not generic retention policy"
"docs/superpowers/validation/backfill_expansion_sample_local_ms1_evidence_v1/backfill_expansion_sample_local_ms1_evidence_row_manifest.tsv"	"repo_relocate"	"docs/superpowers/validation/backfill_expansion_sample_local_ms1_evidence_v1/README.md; docs/superpowers/validation/ARTIFACT_INVENTORY.tsv"	"docs/validation/backfill_expansion_sample_local_ms1_evidence_v1/backfill_expansion_sample_local_ms1_evidence_row_manifest.tsv"	""	""	""	"keep_contract"	"low"	"blocked"	"move/check family as a retained bundle; update checker paths/referrers; rerun retention checker"	"no"	"classified from validation artifact inventory; family-level owner, not generic retention policy"
"docs/superpowers/validation/backfill_expansion_sample_local_ms1_evidence_v1/backfill_expansion_sample_local_ms1_evidence_summary.json"	"repo_relocate"	"docs/superpowers/validation/backfill_expansion_sample_local_ms1_evidence_v1/README.md; docs/superpowers/validation/ARTIFACT_INVENTORY.tsv"	"docs/validation/backfill_expansion_sample_local_ms1_evidence_v1/backfill_expansion_sample_local_ms1_evidence_summary.json"	""	""	""	"keep_summary"	"low"	"blocked"	"move/check family as a retained bundle; update checker paths/referrers; rerun retention checker"	"no"	"classified from validation artifact inventory; family-level owner, not generic retention policy"
"docs/superpowers/validation/backfill_expansion_sample_local_ms1_evidence_v1/README.md"	"repo_relocate"	"docs/superpowers/validation/backfill_expansion_sample_local_ms1_evidence_v1/README.md; docs/superpowers/validation/ARTIFACT_INVENTORY.tsv"	"docs/validation/backfill_expansion_sample_local_ms1_evidence_v1/README.md"	""	""	""	"keep_summary"	"low"	"blocked"	"move/check family as a retained bundle; update checker paths/referrers; rerun retention checker"	"no"	"classified from validation artifact inventory; family-level owner, not generic retention policy"
"docs/superpowers/validation/backfill_expansion_selective_shift_aware_gate_v1/backfill_expansion_selective_shift_aware_gate_checks.tsv"	"repo_relocate"	"docs/superpowers/validation/backfill_expansion_selective_shift_aware_gate_v1/README.md; docs/superpowers/validation/ARTIFACT_INVENTORY.tsv"	"docs/validation/backfill_expansion_selective_shift_aware_gate_v1/backfill_expansion_selective_shift_aware_gate_checks.tsv"	""	""	""	"keep_summary"	"low"	"blocked"	"move/check family as a retained bundle; update checker paths/referrers; rerun retention checker"	"no"	"classified from validation artifact inventory; family-level owner, not generic retention policy"
"docs/superpowers/validation/backfill_expansion_selective_shift_aware_gate_v1/backfill_expansion_selective_shift_aware_gate_row_manifest.tsv"	"repo_relocate"	"docs/superpowers/validation/backfill_expansion_selective_shift_aware_gate_v1/README.md; docs/superpowers/validation/ARTIFACT_INVENTORY.tsv"	"docs/validation/backfill_expansion_selective_shift_aware_gate_v1/backfill_expansion_selective_shift_aware_gate_row_manifest.tsv"	""	""	""	"keep_contract"	"low"	"blocked"	"move/check family as a retained bundle; update checker paths/referrers; rerun retention checker"	"no"	"classified from validation artifact inventory; family-level owner, not generic retention policy"
"docs/superpowers/validation/backfill_expansion_selective_shift_aware_gate_v1/backfill_expansion_selective_shift_aware_gate_summary.json"	"repo_relocate"	"docs/superpowers/validation/backfill_expansion_selective_shift_aware_gate_v1/README.md; docs/superpowers/validation/ARTIFACT_INVENTORY.tsv"	"docs/validation/backfill_expansion_selective_shift_aware_gate_v1/backfill_expansion_selective_shift_aware_gate_summary.json"	""	""	""	"keep_contract"	"low"	"blocked"	"move/check family as a retained bundle; update checker paths/referrers; rerun retention checker"	"no"	"classified from validation artifact inventory; family-level owner, not generic retention policy"
"docs/superpowers/validation/backfill_expansion_selective_shift_aware_gate_v1/README.md"	"repo_relocate"	"docs/superpowers/validation/backfill_expansion_selective_shift_aware_gate_v1/README.md; docs/superpowers/validation/ARTIFACT_INVENTORY.tsv"	"docs/validation/backfill_expansion_selective_shift_aware_gate_v1/README.md"	""	""	""	"keep_summary"	"low"	"blocked"	"move/check family as a retained bundle; update checker paths/referrers; rerun retention checker"	"no"	"classified from validation artifact inventory; family-level owner, not generic retention policy"
"docs/superpowers/validation/bounded_non_broad_lane_acceptance_v1.tsv"	"repo_relocate"	"docs/superpowers/validation/bounded_non_broad_lane_acceptance_v1.tsv/README.md; docs/superpowers/validation/ARTIFACT_INVENTORY.tsv"	"docs/validation/bounded_non_broad_lane_acceptance_v1.tsv"	""	""	""	"keep_contract"	"low"	"blocked"	"move/check family as a retained bundle; update checker paths/referrers; rerun retention checker"	"no"	"classified from validation artifact inventory; family-level owner, not generic retention policy"
"docs/superpowers/validation/cid_nl_85raw_universe_closure_v1/cid_nl_85raw_universe_closure_checks.tsv"	"repo_relocate"	"docs/superpowers/validation/cid_nl_85raw_universe_closure_v1/README.md; docs/superpowers/validation/ARTIFACT_INVENTORY.tsv"	"docs/validation/cid_nl_85raw_universe_closure_v1/cid_nl_85raw_universe_closure_checks.tsv"	""	""	""	"keep_contract"	"low"	"blocked"	"move/check family as a retained bundle; update checker paths/referrers; rerun retention checker"	"no"	"classified from validation artifact inventory; family-level owner, not generic retention policy"
"docs/superpowers/validation/cid_nl_85raw_universe_closure_v1/cid_nl_85raw_universe_closure_manifest.tsv"	"repo_relocate"	"docs/superpowers/validation/cid_nl_85raw_universe_closure_v1/README.md; docs/superpowers/validation/ARTIFACT_INVENTORY.tsv"	"docs/validation/cid_nl_85raw_universe_closure_v1/cid_nl_85raw_universe_closure_manifest.tsv"	""	""	""	"keep_contract"	"low"	"blocked"	"move/check family as a retained bundle; update checker paths/referrers; rerun retention checker"	"no"	"classified from validation artifact inventory; family-level owner, not generic retention policy"
"docs/superpowers/validation/cid_nl_85raw_universe_closure_v1/cid_nl_85raw_universe_closure_summary.json"	"repo_relocate"	"docs/superpowers/validation/cid_nl_85raw_universe_closure_v1/README.md; docs/superpowers/validation/ARTIFACT_INVENTORY.tsv"	"docs/validation/cid_nl_85raw_universe_closure_v1/cid_nl_85raw_universe_closure_summary.json"	""	""	""	"keep_summary"	"low"	"blocked"	"move/check family as a retained bundle; update checker paths/referrers; rerun retention checker"	"no"	"classified from validation artifact inventory; family-level owner, not generic retention policy"
"docs/superpowers/validation/cid_nl_85raw_universe_closure_v1/README.md"	"repo_relocate"	"docs/superpowers/validation/cid_nl_85raw_universe_closure_v1/README.md; docs/superpowers/validation/ARTIFACT_INVENTORY.tsv"	"docs/validation/cid_nl_85raw_universe_closure_v1/README.md"	""	""	""	"keep_summary"	"low"	"blocked"	"move/check family as a retained bundle; update checker paths/referrers; rerun retention checker"	"no"	"classified from validation artifact inventory; family-level owner, not generic retention policy"
"docs/superpowers/validation/cid_nl_default_activation_authority_reconstruction_gate_v1/cid_nl_default_activation_authority_reconstruction_audit.tsv"	"ignored_externalize"	"docs/superpowers/validation/RETENTION.md"	""	""	""	"local_validation_artifacts/externalized_superpowers_validation/docs/superpowers/validation/cid_nl_default_activation_authority_reconstruction_gate_v1/cid_nl_default_activation_authority_reconstruction_audit.tsv"	"externalize"	"medium"	"blocked"	"keep tracked summary/regeneration metadata, verify no checker needs full artifact, then copy to ignored externalized artifact storage"	"no"	"classified from validation artifact inventory"
"docs/superpowers/validation/cid_nl_default_activation_authority_reconstruction_gate_v1/cid_nl_default_activation_authority_reconstruction_gate_summary.json"	"repo_relocate"	"docs/superpowers/validation/cid_nl_default_activation_authority_reconstruction_gate_v1/README.md; docs/superpowers/validation/ARTIFACT_INVENTORY.tsv"	"docs/validation/cid_nl_default_activation_authority_reconstruction_gate_v1/cid_nl_default_activation_authority_reconstruction_gate_summary.json"	""	""	""	"keep_summary"	"low"	"blocked"	"move/check family as a retained bundle; update checker paths/referrers; rerun retention checker"	"no"	"classified from validation artifact inventory; family-level owner, not generic retention policy"
"docs/superpowers/validation/cid_nl_default_activation_authority_reconstruction_gate_v1/README.md"	"repo_relocate"	"docs/superpowers/validation/cid_nl_default_activation_authority_reconstruction_gate_v1/README.md; docs/superpowers/validation/ARTIFACT_INVENTORY.tsv"	"docs/validation/cid_nl_default_activation_authority_reconstruction_gate_v1/README.md"	""	""	""	"keep_summary"	"low"	"blocked"	"move/check family as a retained bundle; update checker paths/referrers; rerun retention checker"	"no"	"classified from validation artifact inventory; family-level owner, not generic retention policy"
"docs/superpowers/validation/cid_nl_default_activation_bridge_gate_v1/cid_nl_default_activation_bridge_audit.tsv"	"ignored_externalize"	"docs/superpowers/validation/RETENTION.md"	""	""	""	"local_validation_artifacts/externalized_superpowers_validation/docs/superpowers/validation/cid_nl_default_activation_bridge_gate_v1/cid_nl_default_activation_bridge_audit.tsv"	"externalize"	"medium"	"blocked"	"keep tracked summary/regeneration metadata, verify no checker needs full artifact, then copy to ignored externalized artifact storage"	"no"	"classified from validation artifact inventory"
"docs/superpowers/validation/cid_nl_default_activation_bridge_gate_v1/cid_nl_default_activation_bridge_gate_summary.json"	"repo_relocate"	"docs/superpowers/validation/cid_nl_default_activation_bridge_gate_v1/README.md; docs/superpowers/validation/ARTIFACT_INVENTORY.tsv"	"docs/validation/cid_nl_default_activation_bridge_gate_v1/cid_nl_default_activation_bridge_gate_summary.json"	""	""	""	"keep_summary"	"low"	"blocked"	"move/check family as a retained bundle; update checker paths/referrers; rerun retention checker"	"no"	"classified from validation artifact inventory; family-level owner, not generic retention policy"
"docs/superpowers/validation/cid_nl_default_activation_bridge_gate_v1/README.md"	"repo_relocate"	"docs/superpowers/validation/cid_nl_default_activation_bridge_gate_v1/README.md; docs/superpowers/validation/ARTIFACT_INVENTORY.tsv"	"docs/validation/cid_nl_default_activation_bridge_gate_v1/README.md"	""	""	""	"keep_summary"	"low"	"blocked"	"move/check family as a retained bundle; update checker paths/referrers; rerun retention checker"	"no"	"classified from validation artifact inventory; family-level owner, not generic retention policy"
"docs/superpowers/validation/cid_nl_default_activation_cell_local_identity_gate_v1/cid_nl_default_activation_cell_local_identity_audit.tsv"	"ignored_externalize"	"docs/superpowers/validation/RETENTION.md"	""	""	""	"local_validation_artifacts/externalized_superpowers_validation/docs/superpowers/validation/cid_nl_default_activation_cell_local_identity_gate_v1/cid_nl_default_activation_cell_local_identity_audit.tsv"	"externalize"	"medium"	"blocked"	"keep tracked summary/regeneration metadata, verify no checker needs full artifact, then copy to ignored externalized artifact storage"	"no"	"classified from validation artifact inventory"
"docs/superpowers/validation/cid_nl_default_activation_cell_local_identity_gate_v1/cid_nl_default_activation_cell_local_identity_gate_summary.json"	"repo_relocate"	"docs/superpowers/validation/cid_nl_default_activation_cell_local_identity_gate_v1/README.md; docs/superpowers/validation/ARTIFACT_INVENTORY.tsv"	"docs/validation/cid_nl_default_activation_cell_local_identity_gate_v1/cid_nl_default_activation_cell_local_identity_gate_summary.json"	""	""	""	"keep_summary"	"low"	"blocked"	"move/check family as a retained bundle; update checker paths/referrers; rerun retention checker"	"no"	"classified from validation artifact inventory; family-level owner, not generic retention policy"
"docs/superpowers/validation/cid_nl_default_activation_cell_local_identity_gate_v1/README.md"	"repo_relocate"	"docs/superpowers/validation/cid_nl_default_activation_cell_local_identity_gate_v1/README.md; docs/superpowers/validation/ARTIFACT_INVENTORY.tsv"	"docs/validation/cid_nl_default_activation_cell_local_identity_gate_v1/README.md"	""	""	""	"keep_summary"	"low"	"blocked"	"move/check family as a retained bundle; update checker paths/referrers; rerun retention checker"	"no"	"classified from validation artifact inventory; family-level owner, not generic retention policy"
"docs/superpowers/validation/cid_nl_default_activation_gallery_review_v1/cid_nl_manual_feature_inclusion_review.tsv"	"repo_relocate"	"docs/superpowers/validation/cid_nl_default_activation_gallery_review_v1/README.md; docs/superpowers/validation/ARTIFACT_INVENTORY.tsv"	"docs/validation/cid_nl_default_activation_gallery_review_v1/cid_nl_manual_feature_inclusion_review.tsv"	""	""	""	"keep_contract"	"low"	"blocked"	"move/check family as a retained bundle; update checker paths/referrers; rerun retention checker"	"no"	"classified from validation artifact inventory; family-level owner, not generic retention policy"
"docs/superpowers/validation/cid_nl_default_activation_gallery_review_v1/README.md"	"repo_relocate"	"docs/superpowers/validation/cid_nl_default_activation_gallery_review_v1/README.md; docs/superpowers/validation/ARTIFACT_INVENTORY.tsv"	"docs/validation/cid_nl_default_activation_gallery_review_v1/README.md"	""	""	""	"keep_summary"	"low"	"blocked"	"move/check family as a retained bundle; update checker paths/referrers; rerun retention checker"	"no"	"classified from validation artifact inventory; family-level owner, not generic retention policy"
"docs/superpowers/validation/cid_nl_default_activation_preflight_v1/cid_nl_default_activation_preflight_summary.json"	"repo_relocate"	"docs/superpowers/validation/cid_nl_default_activation_preflight_v1/README.md; docs/superpowers/validation/ARTIFACT_INVENTORY.tsv"	"docs/validation/cid_nl_default_activation_preflight_v1/cid_nl_default_activation_preflight_summary.json"	""	""	""	"keep_summary"	"low"	"blocked"	"move/check family as a retained bundle; update checker paths/referrers; rerun retention checker"	"no"	"classified from validation artifact inventory; family-level owner, not generic retention policy"
"docs/superpowers/validation/cid_nl_default_activation_preflight_v1/README.md"	"repo_relocate"	"docs/superpowers/validation/cid_nl_default_activation_preflight_v1/README.md; docs/superpowers/validation/ARTIFACT_INVENTORY.tsv"	"docs/validation/cid_nl_default_activation_preflight_v1/README.md"	""	""	""	"keep_summary"	"low"	"blocked"	"move/check family as a retained bundle; update checker paths/referrers; rerun retention checker"	"no"	"classified from validation artifact inventory; family-level owner, not generic retention policy"
"docs/superpowers/validation/cid_nl_default_activation_remaining_identity_gate_v1/cid_nl_default_activation_remaining_identity_audit.tsv"	"ignored_externalize"	"docs/superpowers/validation/RETENTION.md"	""	""	""	"local_validation_artifacts/externalized_superpowers_validation/docs/superpowers/validation/cid_nl_default_activation_remaining_identity_gate_v1/cid_nl_default_activation_remaining_identity_audit.tsv"	"externalize"	"medium"	"blocked"	"keep tracked summary/regeneration metadata, verify no checker needs full artifact, then copy to ignored externalized artifact storage"	"no"	"classified from validation artifact inventory"
"docs/superpowers/validation/cid_nl_default_activation_remaining_identity_gate_v1/cid_nl_default_activation_remaining_identity_gate_summary.json"	"repo_relocate"	"docs/superpowers/validation/cid_nl_default_activation_remaining_identity_gate_v1/README.md; docs/superpowers/validation/ARTIFACT_INVENTORY.tsv"	"docs/validation/cid_nl_default_activation_remaining_identity_gate_v1/cid_nl_default_activation_remaining_identity_gate_summary.json"	""	""	""	"keep_summary"	"low"	"blocked"	"move/check family as a retained bundle; update checker paths/referrers; rerun retention checker"	"no"	"classified from validation artifact inventory; family-level owner, not generic retention policy"
"docs/superpowers/validation/cid_nl_default_activation_remaining_identity_gate_v1/README.md"	"repo_relocate"	"docs/superpowers/validation/cid_nl_default_activation_remaining_identity_gate_v1/README.md; docs/superpowers/validation/ARTIFACT_INVENTORY.tsv"	"docs/validation/cid_nl_default_activation_remaining_identity_gate_v1/README.md"	""	""	""	"keep_summary"	"low"	"blocked"	"move/check family as a retained bundle; update checker paths/referrers; rerun retention checker"	"no"	"classified from validation artifact inventory; family-level owner, not generic retention policy"
"docs/superpowers/validation/cid_nl_default_activation_successor_authority_contract_v1/README.md"	"repo_relocate"	"docs/superpowers/validation/cid_nl_default_activation_successor_authority_contract_v1/README.md; docs/superpowers/validation/ARTIFACT_INVENTORY.tsv"	"docs/validation/cid_nl_default_activation_successor_authority_contract_v1/README.md"	""	""	""	"keep_summary"	"low"	"blocked"	"move/check family as a retained bundle; update checker paths/referrers; rerun retention checker"	"no"	"classified from validation artifact inventory; family-level owner, not generic retention policy"
"docs/superpowers/validation/cid_nl_default_product_activation_v1/cid_nl_default_product_activation_checks.tsv"	"repo_relocate"	"docs/superpowers/validation/cid_nl_default_product_activation_v1/README.md; docs/superpowers/validation/ARTIFACT_INVENTORY.tsv"	"docs/validation/cid_nl_default_product_activation_v1/cid_nl_default_product_activation_checks.tsv"	""	""	""	"keep_contract"	"low"	"blocked"	"move/check family as a retained bundle; update checker paths/referrers; rerun retention checker"	"no"	"classified from validation artifact inventory; family-level owner, not generic retention policy"
"docs/superpowers/validation/cid_nl_default_product_activation_v1/cid_nl_default_product_activation_manifest.tsv"	"repo_relocate"	"docs/superpowers/validation/cid_nl_default_product_activation_v1/README.md; docs/superpowers/validation/ARTIFACT_INVENTORY.tsv"	"docs/validation/cid_nl_default_product_activation_v1/cid_nl_default_product_activation_manifest.tsv"	""	""	""	"keep_contract"	"low"	"blocked"	"move/check family as a retained bundle; update checker paths/referrers; rerun retention checker"	"no"	"classified from validation artifact inventory; family-level owner, not generic retention policy"
"docs/superpowers/validation/cid_nl_default_product_activation_v1/cid_nl_default_product_activation_summary.json"	"repo_relocate"	"docs/superpowers/validation/cid_nl_default_product_activation_v1/README.md; docs/superpowers/validation/ARTIFACT_INVENTORY.tsv"	"docs/validation/cid_nl_default_product_activation_v1/cid_nl_default_product_activation_summary.json"	""	""	""	"keep_summary"	"low"	"blocked"	"move/check family as a retained bundle; update checker paths/referrers; rerun retention checker"	"no"	"classified from validation artifact inventory; family-level owner, not generic retention policy"
"docs/superpowers/validation/cid_nl_default_product_activation_v1/README.md"	"repo_relocate"	"docs/superpowers/validation/cid_nl_default_product_activation_v1/README.md; docs/superpowers/validation/ARTIFACT_INVENTORY.tsv"	"docs/validation/cid_nl_default_product_activation_v1/README.md"	""	""	""	"keep_summary"	"low"	"blocked"	"move/check family as a retained bundle; update checker paths/referrers; rerun retention checker"	"no"	"classified from validation artifact inventory; family-level owner, not generic retention policy"
"docs/superpowers/validation/cid_nl_discovery_full_scope_classification_v1/cid_nl_discovery_full_scope_classification_checks.tsv"	"repo_relocate"	"docs/superpowers/validation/cid_nl_discovery_full_scope_classification_v1/README.md; docs/superpowers/validation/ARTIFACT_INVENTORY.tsv"	"docs/validation/cid_nl_discovery_full_scope_classification_v1/cid_nl_discovery_full_scope_classification_checks.tsv"	""	""	""	"keep_contract"	"low"	"blocked"	"move/check family as a retained bundle; update checker paths/referrers; rerun retention checker"	"no"	"classified from validation artifact inventory; family-level owner, not generic retention policy"
"docs/superpowers/validation/cid_nl_discovery_full_scope_classification_v1/cid_nl_discovery_full_scope_classification_manifest.tsv"	"repo_relocate"	"docs/superpowers/validation/cid_nl_discovery_full_scope_classification_v1/README.md; docs/superpowers/validation/ARTIFACT_INVENTORY.tsv"	"docs/validation/cid_nl_discovery_full_scope_classification_v1/cid_nl_discovery_full_scope_classification_manifest.tsv"	""	""	""	"keep_contract"	"low"	"blocked"	"move/check family as a retained bundle; update checker paths/referrers; rerun retention checker"	"no"	"classified from validation artifact inventory; family-level owner, not generic retention policy"
"docs/superpowers/validation/cid_nl_discovery_full_scope_classification_v1/cid_nl_discovery_full_scope_classification_summary.json"	"repo_relocate"	"docs/superpowers/validation/cid_nl_discovery_full_scope_classification_v1/README.md; docs/superpowers/validation/ARTIFACT_INVENTORY.tsv"	"docs/validation/cid_nl_discovery_full_scope_classification_v1/cid_nl_discovery_full_scope_classification_summary.json"	""	""	""	"keep_summary"	"low"	"blocked"	"move/check family as a retained bundle; update checker paths/referrers; rerun retention checker"	"no"	"classified from validation artifact inventory; family-level owner, not generic retention policy"
"docs/superpowers/validation/cid_nl_discovery_full_scope_classification_v1/README.md"	"repo_relocate"	"docs/superpowers/validation/cid_nl_discovery_full_scope_classification_v1/README.md; docs/superpowers/validation/ARTIFACT_INVENTORY.tsv"	"docs/validation/cid_nl_discovery_full_scope_classification_v1/README.md"	""	""	""	"keep_summary"	"low"	"blocked"	"move/check family as a retained bundle; update checker paths/referrers; rerun retention checker"	"no"	"classified from validation artifact inventory; family-level owner, not generic retention policy"
"docs/superpowers/validation/cid_nl_product_ready_alignment_v1/README.md"	"repo_relocate"	"docs/superpowers/validation/cid_nl_product_ready_alignment_v1/README.md; docs/superpowers/validation/ARTIFACT_INVENTORY.tsv"	"docs/validation/cid_nl_product_ready_alignment_v1/README.md"	""	""	""	"keep_summary"	"low"	"blocked"	"move/check family as a retained bundle; update checker paths/referrers; rerun retention checker"	"no"	"classified from validation artifact inventory; family-level owner, not generic retention policy"
"docs/superpowers/validation/discovery_precursor_inference_v1/discovery_precursor_inference_check_summary.json"	"repo_relocate"	"docs/superpowers/validation/discovery_precursor_inference_v1/README.md; docs/superpowers/validation/ARTIFACT_INVENTORY.tsv"	"docs/validation/discovery_precursor_inference_v1/discovery_precursor_inference_check_summary.json"	""	""	""	"keep_summary"	"low"	"blocked"	"move/check family as a retained bundle; update checker paths/referrers; rerun retention checker"	"no"	"classified from validation artifact inventory; family-level owner, not generic retention policy"
"docs/superpowers/validation/discovery_precursor_inference_v1/README.md"	"repo_relocate"	"docs/superpowers/validation/discovery_precursor_inference_v1/README.md; docs/superpowers/validation/ARTIFACT_INVENTORY.tsv"	"docs/validation/discovery_precursor_inference_v1/README.md"	""	""	""	"keep_summary"	"low"	"blocked"	"move/check family as a retained bundle; update checker paths/referrers; rerun retention checker"	"no"	"classified from validation artifact inventory; family-level owner, not generic retention policy"
"docs/superpowers/validation/discovery_precursor_inference_v1/[redacted-sample]/discovery_candidates.csv"	"repo_relocate"	"docs/superpowers/validation/discovery_precursor_inference_v1/README.md; docs/product/discovery.md"	"docs/validation/discovery_precursor_inference_v1/[redacted-sample]/discovery_candidates.csv"	""	""	""	"keep_contract"	"high"	"blocked"	"private mapping required for redacted source path; update checkers/referrers and rerun retention checker before relocation"	"no"	"redacted sample-like validation path in repo-facing manifest; retained discovery contract fixture requires family-level owner"
"docs/superpowers/validation/discovery_precursor_inference_v1/[redacted-sample]/discovery_review.csv"	"repo_relocate"	"docs/superpowers/validation/discovery_precursor_inference_v1/README.md; docs/product/discovery.md"	"docs/validation/discovery_precursor_inference_v1/[redacted-sample]/discovery_review.csv"	""	""	""	"keep_contract"	"high"	"blocked"	"private mapping required for redacted source path; update checkers/referrers and rerun retention checker before relocation"	"no"	"redacted sample-like validation path in repo-facing manifest; retained discovery review fixture requires family-level owner"
"docs/superpowers/validation/evidence_chain_source_of_truth.md"	"repo_relocate"	"docs/superpowers/validation/evidence_chain_source_of_truth.md/README.md; docs/superpowers/validation/ARTIFACT_INVENTORY.tsv"	"docs/validation/evidence_chain_source_of_truth.md"	""	""	""	"keep_summary"	"low"	"blocked"	"move/check family as a retained bundle; update checker paths/referrers; rerun retention checker"	"no"	"classified from validation artifact inventory; family-level owner, not generic retention policy"
"docs/superpowers/validation/evidence_chain_status_guide.html"	"repo_keep_current"	"docs/superpowers/validation/evidence_chain_status_guide.html/README.md; docs/superpowers/validation/ARTIFACT_INVENTORY.tsv"	"docs/superpowers/validation/evidence_chain_status_guide.html"	""	""	""	"keep_summary"	"low"	"none"	"keep original tracked HTML guide in repo; do not relocate or migrate to Obsidian by default"	"no"	"human-facing validation HTML guide; checker-readable repo artifact"
